"customer_id","gender","seniorcitizen","partner","dependents","tenure_months","phoneservice","multiplelines","internetservice","onlinesecurity","onlinebackup","deviceprotection","techsupport","streamingtv","streamingmovies","contract","paperlessbilling","paymentmethod","monthly_charge","total_charge","churn_flag","txn_count","avg_txn_amount","total_revenue","first_txn_month","last_txn_month","months_recorded","avg_active_days","avg_sessions_per_day","avg_session_duration_min","avg_feature_usage_score","last_active_month","ticket_count","unresolved_ticket_count","unresolved_ticket_rate","avg_time_to_resolve_hours","last_ticket_month"
"8262-COGGB","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","20.45","20.45","0","6","20.28","121.68","1","1","1","16.0","1.83","7.5","0.44","1","2","1","0.5","42.75","1"
"6663-JOCQO","Male","0","Yes","Yes","31","Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","75.25","2344.5","0","3","89.57","268.71","10","28","5","19.0","3.068","19.68","0.54","31","1","0","0.0","23.8","15"
"9620-QJREV","Male","0","No","Yes","47","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","20.55","1013.05","0","3","24.136666666666667","72.41","31","45","8","19.375","2.5687499999999996","17.700000000000003","0.56125","45","3","1","0.3333333333333333","22.86666666666667","43"
"2276-YDAVZ","Female","0","No","No","3","Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","75.1","270.7","1","1","61.82","61.82","3","3","3","10.333333333333334","1.5133333333333334","14.066666666666668","0.8333333333333334","3","6","1","0.16666666666666666","33.65","3"
"2682-KEVRP","Female","1","No","No","22","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check","20.05","417.0","0","4","20.537499999999998","82.14999999999999","1","16","11","23.454545454545453","2.6963636363636367","18.08181818181818","0.5318181818181817","20","4","0","0.0","45.275000000000006","9"
"2480-JZOSN","Female","0","Yes","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","20.65","20.65","0","2","20.58","41.16","1","1","1","26.0","3.98","18.5","0.4","1","1","0","0.0","64.4","1"
"0078-XZMHT","Male","0","Yes","No","72","Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","85.15","6316.2","0","8","84.03875000000001","672.3100000000001","7","47","9","22.0","2.7944444444444443","12.299999999999999","0.7077777777777778","69","4","2","0.5","28.875","72"
"5896-NPFWW","Male","0","Yes","Yes","3","Yes","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","50.15","168.15","1","1","40.64","40.64","2","2","3","5.666666666666667","0.7000000000000001","15.700000000000001","0.6333333333333333","3","5","2","0.4","31.04","3"
"9978-HYCIN","Male","1","Yes","Yes","47","Yes","No","Fiber optic","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)","84.95","4018.05","0","4","102.405","409.62","3","44","10","20.0","2.762","16.39","0.6359999999999999","43","2","1","0.5","47.25","40"
"8338-QIUNR","Male","0","Yes","Yes","72","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)","66.5","4811.6","0","7","72.76285714285714","509.34000000000003","1","69","8","18.625","2.54","12.85","0.59","71","3","0","0.0","28.0","67"
"1525-LNLOJ","Male","0","Yes","Yes","66","Yes","Yes","DSL","No","No","Yes","No","Yes","No","Two year","Yes","Bank transfer (automatic)","63.3","4189.7","0","5","71.458","357.29","2","63","5","16.8","2.6559999999999997","13.780000000000001","0.634","54","2","1","0.5","15.350000000000001","29"
"9450-TRJUU","Male","0","No","No","35","Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check","83.15","2848.45","0","2","78.88499999999999","157.76999999999998","14","32","6","16.833333333333332","2.7833333333333337","13.499999999999998","0.5933333333333334","34","2","0","0.0","30.1","31"
"1766-GKNMI","Male","0","No","No","29","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","84.9","2516.2","0","2","87.715","175.43","12","26","9","21.11111111111111","3.0522222222222224","14.011111111111111","0.5166666666666667","29","3","1","0.3333333333333333","29.7","21"
"6942-LBFDP","Female","0","No","No","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","20.55","33.6","0","9","21.59222222222222","194.32999999999998","1","2","2","20.5","2.485","15.15","0.44499999999999995","2","2","0","0.0","47.35","2"
"1456-TWCGB","Male","0","No","No","4","Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Mailed check","49.25","208.45","0","3","54.77666666666667","164.33","1","3","4","16.25","2.22","12.075000000000001","0.7725","4","2","0","0.0","39.4","4"
"7133-VBDCG","Female","0","No","No","25","Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","79.85","2015.35","1","2","98.235","196.47","15","24","12","6.583333333333333","1.2441666666666669","11.733333333333333","0.5616666666666666","25","4","2","0.5","53.1","23"
"7596-ZYWBB","Female","0","No","No","65","Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","Yes","Mailed check","59.6","3739.8","0","7","60.96714285714285","426.77","17","61","4","19.0","2.8825","11.775","0.5625","21","2","0","0.0","63.800000000000004","65"
"8329-UTMVM","Male","1","No","No","27","Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","104.65","2964.0","0","11","114.50272727272727","1259.53","1","27","8","15.375","2.815","13.162499999999998","0.6225","26","2","0","0.0","41.45","15"
"3014-WJKSM","Male","0","Yes","No","29","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","75.3","2263.4","0","8","75.04124999999999","600.3299999999999","1","28","10","15.8","2.914","13.26","0.5800000000000001","27","2","0","0.0","53.5","8"
"3347-YJZZE","Male","0","Yes","Yes","29","Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","80.1","2211.8","0","4","82.6075","330.43","2","26","9","18.444444444444443","2.562222222222222","12.266666666666667","0.7522222222222221","27","1","1","1.0","29.6","9"
"1029-QFBEN","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","19.55","19.55","1","2","17.509999999999998","35.019999999999996","1","1","1","9.0","1.11","16.8","0.68","1","1","1","1.0","4.3","1"
"7929-DMBCV","Female","0","Yes","No","20","Yes","No","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check","81.0","1683.7","0","4","84.225","336.9","3","18","11","20.0","2.985454545454545","12.58181818181818","0.46727272727272734","19","1","0","0.0","67.8","8"
"9661-JALZV","Female","0","No","No","58","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","24.7","1519.0","0","4","28.425","113.7","12","55","8","18.75","2.6212500000000003","12.7375","0.61625","55","1","0","0.0","50.7","20"
"5433-KYGHE","Female","0","No","Yes","14","Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","86.0","1164.05","0","7","93.0942857142857","651.66","2","14","9","20.22222222222222","2.4577777777777774","18.133333333333333","0.5144444444444445","14","1","0","0.0","34.1","9"
"4312-KFRXN","Male","0","Yes","No","72","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","25.4","1710.9","0","5","26.182","130.91","13","63","10","19.9","2.7239999999999998","14.35","0.68","59","2","1","0.5","54.7","61"
"5575-TPIZQ","Male","0","No","No","46","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","89.15","4245.55","0","5","108.06199999999998","540.31","8","35","3","23.333333333333332","2.9899999999999998","18.033333333333335","0.7933333333333333","36","2","0","0.0","20.95","37"
"0114-IGABW","Female","0","Yes","No","71","No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","58.25","4145.9","0","9","64.15666666666667","577.41","1","69","4","21.5","2.875","12.674999999999999","0.2775","35","3","0","0.0","32.56666666666667","48"
"9944-AEXBM","Male","0","No","No","32","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","85.65","2664.3","0","5","81.60799999999999","408.03999999999996","2","30","3","15.0","3.0733333333333337","16.166666666666668","0.52","23","2","1","0.5","39.85","28"
"1853-ARAAQ","Female","0","No","No","26","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","50.35","1277.5","0","4","55.2975","221.19","10","25","6","18.5","2.86","15.283333333333333","0.5933333333333334","25","2","0","0.0","29.65","22"
"6952-OMNWB","Male","1","Yes","No","68","Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","80.35","5589.3","0","8","93.035","744.28","13","63","7","19.714285714285715","2.2742857142857145","13.942857142857145","0.5271428571428572","51","4","1","0.25","29.425","64"
"4697-LUPSU","Male","0","Yes","Yes","2","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","20.2","34.75","0","2","22.685000000000002","45.370000000000005","1","2","2","26.5","2.925","19.95","0.475","2","1","1","1.0","17.9","1"
"8434-VGEQQ","Male","0","Yes","Yes","61","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","20.55","1305.95","0","6","20.668333333333333","124.00999999999999","8","59","3","13.0","2.2266666666666666","15.066666666666665","0.6933333333333334","55","1","1","1.0","5.6","29"
"4952-YSOGZ","Female","0","Yes","Yes","4","Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","85.95","381.3","1","2","104.41499999999999","208.82999999999998","2","2","4","6.75","0.97","13.925","0.5825","4","8","3","0.375","35.0625","4"
"1589-AGTLK","Male","0","No","No","3","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","45.35","141.5","1","0","0.0","0.0",,,"3","12.0","1.0566666666666666","11.666666666666666","0.6233333333333334","3","2","0","0.0","50.25","3"
"5244-IRFIH","Male","1","Yes","No","33","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","94.5","3105.55","1","1","99.16","99.16","24","24","10","7.4","1.192","13.559999999999999","0.544","30","2","0","0.0","44.05","25"
"6549-YMFAW","Male","1","Yes","No","9","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check","21.25","204.55","0","6","23.865","143.19","1","9","9","15.11111111111111","3.058888888888889","11.177777777777777","0.5766666666666667","9","4","1","0.25","40.22500000000001","7"
"4950-HKQTE","Female","0","No","No","22","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","26.25","605.9","0","9","29.95444444444444","269.59","1","22","5","18.0","3.156","20.6","0.6679999999999999","22","1","1","1.0","26.6","13"
"6786-OBWQR","Female","0","Yes","Yes","5","Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","80.85","356.1","0","8","94.77625","758.21","1","5","3","22.666666666666668","3.1166666666666667","9.933333333333334","0.7000000000000001","3","3","1","0.3333333333333333","43.56666666666666","5"
"2684-EIWEO","Female","1","No","No","30","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","No","Credit card (automatic)","91.7","2758.15","1","3","104.58","313.74","15","22","6","8.833333333333334","1.1983333333333335","14.200000000000001","0.695","21","4","0","0.0","27.5","28"
"2753-JMMCV","Male","0","No","No","65","Yes","Yes","DSL","No","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)","74.2","4805.65","0","8","80.39","643.12","9","58","10","19.2","2.681","12.9","0.515","63","1","1","1.0","26.8","24"
"6439-GTPCA","Female","0","No","No","45","Yes","Yes","Fiber optic","No","No","Yes","Yes","No","No","Month-to-month","Yes","Electronic check","87.25","3941.7","1","1","97.36","97.36","29","29","3","9.333333333333334","1.3566666666666667","12.433333333333332","0.4566666666666667","43","3","0","0.0","23.366666666666664","16"
"6621-YOBKI","Male","0","No","No","5","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","20.35","92.75","0","4","21.182499999999997","84.72999999999999","4","5","5","19.6","2.9579999999999997","14.939999999999998","0.768","5","3","0","0.0","41.800000000000004","3"
"1216-JWVUX","Male","0","Yes","Yes","25","Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","75.5","1901.05","0","6","89.94333333333334","539.6600000000001","2","16","6","19.0","2.856666666666667","12.866666666666665","0.7300000000000001","22","2","0","0.0","34.65","25"
"7564-GHCVB","Female","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Two year","No","Bank transfer (automatic)","79.05","5730.7","0","12","86.46833333333335","1037.6200000000001","8","65","10","19.4","2.91","16.73","0.546","70","2","0","0.0","54.4","43"
"1173-NOEYG","Female","0","Yes","No","27","Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","90.15","2423.4","0","5","94.85","474.25","4","18","7","18.428571428571427","2.9400000000000004","16.61428571428571","0.5642857142857143","26","2","0","0.0","25.849999999999998","23"
"7595-EHCDL","Male","0","Yes","Yes","32","No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Credit card (automatic)","50.6","1653.45","0","7","56.16142857142858","393.13000000000005","9","32","7","19.142857142857142","3.1528571428571426","10.914285714285715","0.48571428571428577","28","1","0","0.0","42.3","20"
"6647-ZEDXT","Female","0","No","No","30","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","110.45","3327.05","0","6","121.22666666666665","727.3599999999999","4","29","12","20.833333333333332","2.5541666666666667","14.674999999999999","0.6925","25","1","0","0.0","62.9","12"
"2521-NPUZR","Male","0","Yes","No","70","Yes","No","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","No","Credit card (automatic)","101.0","7085.5","0","5","111.78799999999998","558.9399999999999","31","68","12","18.666666666666668","2.776666666666667","15.949999999999998","0.5725","69","2","1","0.5","29.05","38"
"1307-TVUFB","Male","1","No","No","42","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","79.35","3344.1","0","6","85.455","512.73","7","39","8","16.375","3.0524999999999998","15.450000000000001","0.72125","39","2","0","0.0","27.6","31"
"7503-MIOGA","Female","1","Yes","No","72","Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","89.85","6697.35","0","6","113.00333333333333","678.02","6","65","3","22.0","2.956666666666667","17.933333333333334","0.8799999999999999","71","3","0","0.0","34.300000000000004","46"
"4381-MHQDC","Female","0","No","No","47","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Mailed check","65.0","2879.9","0","5","60.824","304.12","3","24","6","19.666666666666668","3.2116666666666664","15.4","0.6066666666666666","47","1","1","1.0","44.3","28"
"6923-JHPMP","Female","0","No","No","2","Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","Yes","Electronic check","80.45","137.1","0","5","85.706","428.53000000000003","1","2","1","10.0","3.32","17.2","0.43","2","1","0","0.0","60.1","1"
"5138-WVKYJ","Male","0","No","No","10","Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","98.55","1008.55","1","0","0.0","0.0",,,"4","8.75","1.25","13.774999999999999","0.6125","10","3","1","0.3333333333333333","29.0","8"
"4018-PPNDW","Female","0","Yes","Yes","61","Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check","24.1","1551.6","0","1","25.09","25.09","55","55","10","16.2","2.898","14.139999999999997","0.453","60","1","0","0.0","28.2","18"
"1635-FJFCC","Female","0","No","No","5","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","44.05","202.15","0","2","58.445","116.89","2","4","5","20.0","2.992","17.32","0.544","5","1","0","0.0","59.3","3"
"2499-AJYUA","Female","1","Yes","No","72","Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","110.8","7882.25","0","1","145.47","145.47","64","64","12","21.583333333333332","3.0541666666666667","13.574999999999998","0.5166666666666667","71","3","1","0.3333333333333333","35.86666666666667","66"
"6919-ELBGL","Male","1","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","114.95","8196.4","0","5","127.322","636.61","19","39","10","17.7","2.665","17.310000000000002","0.658","57","4","0","0.0","53.10000000000001","64"
"3966-HRMZA","Female","1","No","No","3","Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Mailed check","75.05","202.9","0","5","83.73799999999999","418.68999999999994","1","3","3","15.666666666666666","2.78","17.499999999999996","0.8366666666666666","3","2","1","0.5","46.400000000000006","3"
"6425-JWTDV","Male","0","Yes","No","48","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","19.25","855.1","0","0","0.0","0.0",,,"12","18.25","2.8874999999999997","12.383333333333333","0.5425000000000001","45","2","1","0.5","49.9","40"
"8405-IGQFX","Female","0","No","No","63","Yes","No","Fiber optic","No","No","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)","90.05","5817.0","0","6","93.31","559.86","5","61","7","16.428571428571427","2.4185714285714286","14.914285714285715","0.5114285714285715","50","2","0","0.0","60.4","46"
"8224-IVVPA","Female","0","No","No","27","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","56.7","1652.95","0","6","55.214999999999996","331.28999999999996","10","24","10","16.3","2.8360000000000003","18.740000000000002","0.646","21","2","1","0.5","13.200000000000001","24"
"9477-LGWQI","Male","0","Yes","Yes","70","Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","80.15","5600.15","0","3","99.54","298.62","41","66","4","21.0","2.7325000000000004","14.325","0.6649999999999999","70","2","0","0.0","58.15","50"
"1410-RSCMR","Male","0","Yes","Yes","7","Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Credit card (automatic)","71.35","515.75","0","6","80.35333333333334","482.12000000000006","2","7","3","18.666666666666668","3.313333333333333","18.7","0.5833333333333334","6","4","1","0.25","41.775000000000006","4"
"3115-CZMZD","Male","0","No","Yes","0","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","20.25",,"0","5","22.845999999999997","114.22999999999999","1","1","1","25.0","2.21","22.8","0.96","1","1","1","1.0","43.9","1"
"0139-IVFJG","Female","0","Yes","No","2","Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check","90.35","190.5","0","7","100.2757142857143","701.9300000000001","1","2","2","16.0","3.0700000000000003","17.7","0.87","2","0","0","0.0","0.0",
"6683-VLCTZ","Male","1","No","No","20","Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","98.55","1842.8","1","3","93.46","280.38","1","8","6","9.833333333333334","1.6116666666666666","16.866666666666664","0.7016666666666665","18","2","1","0.5","17.6","13"
"5730-DBDSI","Male","0","No","No","66","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","19.7","1253.8","0","2","21.83","43.66","10","62","11","16.727272727272727","2.7572727272727273","12.8","0.5827272727272728","62","1","0","0.0","3.9","26"
"0030-FNXPP","Female","0","No","No","3","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","19.85","57.2","0","2","23.45","46.9","1","1","3","24.333333333333332","3.436666666666667","12.4","0.7233333333333333","3","2","1","0.5","14.049999999999999","2"
"2189-WWOEW","Female","0","No","Yes","15","Yes","No","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","85.9","1269.55","1","2","104.46000000000001","208.92000000000002","2","2","10","7.2","1.115","10.91","0.599","15","4","0","0.0","30.049999999999997","14"
"5684-FJVYR","Female","0","Yes","Yes","72","Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Two year","Yes","Bank transfer (automatic)","90.35","6563.4","0","5","90.394","451.97","5","57","12","18.583333333333332","2.78","14.125","0.6291666666666667","71","1","1","1.0","24.9","69"
"4013-GUXND","Male","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","20.8","20.8","0","3","19.33666666666667","58.010000000000005","1","1","1","10.0","1.6","8.6","0.7","1","1","0","0.0","32.2","1"
"1894-IGFSG","Female","0","No","No","22","Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","89.25","1907.85","1","1","117.08","117.08","16","16","4","5.75","1.3675","8.8","0.475","21","2","1","0.5","10.0","15"
"7379-POKDZ","Male","0","Yes","No","3","Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","70.3","208.85","1","4","75.7325","302.93","1","3","3","9.333333333333334","1.2833333333333334","12.833333333333334","0.6566666666666666","3","3","1","0.3333333333333333","25.26666666666667","2"
"1266-NZYUI","Female","0","Yes","Yes","72","Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","No","Bank transfer (automatic)","66.85","4758.8","0","6","72.82666666666667","436.96","23","57","11","15.636363636363637","3.226363636363637","16.018181818181816","0.629090909090909","71","1","0","0.0","17.4","63"
"7969-FFOWG","Male","0","Yes","Yes","65","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","19.9","1292.6","0","0","0.0","0.0",,,"8","16.5","2.59125","16.4875","0.63875","65","2","0","0.0","44.6","45"
"4718-DHSMV","Female","0","No","No","11","No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check","35.8","363.15","0","4","37.87","151.48","2","8","10","20.7","3.028","18.76","0.609","11","1","0","0.0","23.4","2"
"5175-WLYXL","Male","0","No","No","22","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","78.85","1600.25","0","3","85.08333333333333","255.25","2","10","10","17.6","2.754","17.369999999999997","0.714","22","2","2","1.0","42.95","20"
"7817-OMJNA","Male","0","No","No","14","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","20.4","275.7","0","6","21.008333333333336","126.05000000000001","2","14","12","20.666666666666668","2.5658333333333334","16.14166666666667","0.5858333333333334","14","2","0","0.0","38.15","13"
"8728-SKJLR","Male","0","No","No","41","Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","74.25","3089.1","0","6","78.82833333333333","472.97","2","30","8","17.5","2.5837499999999998","11.762500000000001","0.6537499999999999","26","1","0","0.0","69.0","34"
"3137-NYQQI","Male","0","Yes","No","17","Yes","No","DSL","Yes","Yes","No","No","No","Yes","One year","No","Mailed check","64.8","1175.6","0","4","66.50999999999999","266.03999999999996","9","17","10","17.5","2.442","15.690000000000001","0.406","16","2","1","0.5","26.599999999999998","10"
"7706-DZNKK","Male","0","No","No","11","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","20.45","237.3","0","8","24.415","195.32","3","10","3","22.666666666666668","2.5766666666666667","16.900000000000002","0.8533333333333334","11","1","0","0.0","32.2","4"
"0236-HFWSV","Male","0","No","No","15","Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","93.35","1444.65","1","1","102.53","102.53","2","2","11","7.545454545454546","1.2272727272727273","15.081818181818182","0.6454545454545454","15","2","2","1.0","40.15","10"
"3900-AQPHZ","Female","0","No","No","1","Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","19.9","19.9","1","0","0.0","0.0",,,"1","4.0","1.61","14.9","0.72","1","2","1","0.5","29.450000000000003","1"
"5842-POCOP","Female","0","Yes","No","5","Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","Yes","Mailed check","88.9","454.15","1","1","76.33","76.33","3","3","5","6.8","1.564","15.580000000000002","0.6100000000000001","5","4","3","0.75","35.3","5"
"2037-XJFUP","Male","0","Yes","No","33","Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","95.8","3036.75","1","2","115.865","231.73","7","28","8","8.0","1.3912499999999999","17.262500000000003","0.6587500000000001","33","2","0","0.0","33.5","23"
"8823-RLPWL","Female","0","Yes","No","72","Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)","110.65","8065.65","0","8","113.92624999999998","911.4099999999999","13","49","3","16.0","3.2933333333333334","9.533333333333333","0.27","62","1","1","1.0","39.5","7"
"9505-SQFSW","Female","0","Yes","Yes","3","No","No phone service","DSL","No","Yes","No","No","No","Yes","Month-to-month","No","Mailed check","40.3","92.5","0","4","45.0275","180.11","1","3","3","19.333333333333332","2.3766666666666665","13.633333333333333","0.7366666666666667","3","3","2","0.6666666666666666","36.53333333333333","2"
"7314-OXENN","Male","0","No","No","2","Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check","82.0","184.65","1","1","83.52","83.52","2","2","1","9.0","1.6","17.2","0.4","1","3","1","0.3333333333333333","30.333333333333332","2"
"3758-CKOQL","Female","0","Yes","No","59","Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)","107.0","6152.3","0","8","113.93249999999999","911.4599999999999","12","58","6","19.666666666666668","2.5500000000000003","12.15","0.6583333333333333","52","1","1","1.0","11.3","26"
"0322-CHQRU","Male","0","No","No","2","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check","45.35","89.5","1","1","43.74","43.74","1","1","2","10.5","1.19","15.9","0.63","2","6","2","0.3333333333333333","20.150000000000002","2"
"5676-CFLYY","Male","0","Yes","Yes","71","Yes","No","DSL","No","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","73.35","5154.5","0","4","76.16","304.64","13","67","4","22.25","2.83","11.825","0.62","51","3","0","0.0","24.333333333333332","28"
"7521-AFHAB","Female","0","Yes","Yes","5","Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","44.8","220.45","0","6","46.86666666666667","281.2","2","5","5","15.8","2.616","14.2","0.42000000000000004","5","1","0","0.0","68.3","1"
"0285-INHLN","Male","0","Yes","Yes","27","Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","54.75","1510.3","0","0","0.0","0.0",,,"10","20.0","2.641","15.040000000000001","0.697","27","1","0","0.0","14.6","26"
"4678-DVQEO","Female","0","No","No","1","Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","52.2","52.2","1","1","44.83","44.83","1","1","1","3.0","0.61","6.7","0.7","1","4","1","0.25","34.050000000000004","1"
