customer_id,churn_flag,predicted_churn_proba,predicted_ltv,segment_id,tenure_months,monthly_charge,ticket_count,unresolved_ticket_count,avg_feature_usage_score,contract,paymentmethod
1024-VRZHF,1,0.9997842903719671,74.95,0,11,74.95,3,0,0.515,Month-to-month,Electronic check
4703-MQYKT,0,0.00018170670502769455,107858.8,0,21,19.6,4,1,0.772,Two year,Mailed check
9497-QCMMS,1,0.9902237099023983,93.55,0,1,93.55,6,0,0.47,Month-to-month,Electronic check
5692-ICXLW,0,0.00014379018673786067,630818.5,3,31,90.7,2,0,0.6766666666666667,Month-to-month,Electronic check
0602-DDUML,0,0.00014379018673786067,485111.25,2,57,69.75,1,0,0.5728571428571428,Two year,Mailed check
2208-MPXIO,0,0.00014379018673786067,139100.0,0,45,20.0,1,0,0.585,Two year,Bank transfer (automatic)
1960-UYCNN,0,0.00014379018673786067,662463.75,3,10,95.25,1,0,0.5616666666666666,Month-to-month,Electronic check
0348-SDKOL,1,0.9997842903719671,102.1,0,58,102.1,4,2,0.6149999999999999,Month-to-month,Credit card (automatic)
3190-FZATL,0,0.0003066145612848911,65056.95,0,14,19.95,2,0,0.4375,Month-to-month,Mailed check
7336-RLLRH,0,0.00018170670502769455,444917.55,2,27,80.85,3,0,0.6300000000000001,One year,Mailed check
4373-MAVJG,1,0.9997842903719671,90.9,2,14,90.9,3,0,0.545,Month-to-month,Bank transfer (automatic)
8901-HJXTF,1,0.9988268940650389,29.2,0,12,29.2,2,2,0.665,Month-to-month,Mailed check
7710-JSYOA,0,0.00014379018673786067,648901.5,1,69,93.3,1,1,0.6774999999999999,Two year,Bank transfer (automatic)
5419-KLXBN,1,0.9996846905260334,89.15,2,25,89.15,4,2,0.6816666666666666,Month-to-month,Bank transfer (automatic)
3424-NMNBO,1,0.9976903337113483,108.85,3,58,108.85,2,0,0.6910000000000001,One year,Electronic check
9885-MFVSU,0,0.00014379018673786067,322364.25,2,35,46.35,2,1,0.6458333333333334,Two year,Credit card (automatic)
4514-GFCFI,1,0.9993808070090912,84.75,0,16,84.75,4,2,0.6533333333333333,Month-to-month,Electronic check
0607-MVMGC,0,0.00014379018673786067,547706.25,3,45,78.75,2,0,0.5727272727272728,One year,Credit card (automatic)
3365-SAIGS,0,0.00014379018673786067,581090.25,2,17,83.55,1,0,0.5927272727272728,Month-to-month,Electronic check
9828-AOQLM,1,0.9843791014081552,45.7,0,1,45.7,2,0,0.74,Month-to-month,Electronic check
8022-BECSI,0,0.00014379018673786067,136318.0,0,22,19.6,1,0,0.575,One year,Mailed check
8000-REIQB,1,0.9997380413495356,69.95,0,1,69.95,4,2,0.38,Month-to-month,Electronic check
9993-LHIEB,0,0.0003066145612848911,221258.84999999998,0,67,67.85,1,0,0.514,Two year,Mailed check
0266-CLZKZ,0,0.00014379018673786067,734795.75,1,67,105.65,1,0,0.8914285714285715,Two year,Bank transfer (automatic)
7615-ESMYF,1,0.9953031722913311,44.6,0,2,44.6,1,0,0.44,Month-to-month,Electronic check
3858-VOBET,1,0.9993679246464245,74.95,0,23,74.95,2,0,0.6057142857142858,Month-to-month,Electronic check
7020-OZKXZ,0,0.00014379018673786067,525102.5,2,9,75.5,1,0,0.5655555555555556,Month-to-month,Credit card (automatic)
3977-QCRSL,0,0.00014379018673786067,140143.25,0,5,20.15,1,0,0.5075000000000001,Month-to-month,Mailed check
0017-DINOC,0,0.00014379018673786067,314366.0,2,54,45.2,2,1,0.7975000000000001,Two year,Credit card (automatic)
1447-PJGGA,1,0.9997132190168585,95.25,2,57,95.25,3,1,0.36,Two year,Electronic check
8565-CLBZW,1,0.9997842903719671,89.85,0,24,89.85,4,2,0.6088888888888888,Month-to-month,Mailed check
9139-WQQDY,1,0.999779557049278,100.45,0,49,100.45,3,0,0.66,One year,Mailed check
0224-HJAPT,1,0.9997132190168585,47.15,0,5,47.15,4,2,0.4525,Month-to-month,Electronic check
8086-OVPWV,1,0.9997656184923258,80.2,0,2,80.2,3,1,0.88,Month-to-month,Electronic check
9430-FRQOC,1,0.9993808070090912,87.1,2,4,87.1,4,1,0.645,Month-to-month,Mailed check
7639-OPLNG,0,0.00014379018673786067,551183.75,2,70,79.25,2,1,0.714,Two year,Bank transfer (automatic)
3074-GQWYX,1,0.9978693077278931,75.9,2,5,75.9,6,2,0.61,Month-to-month,Bank transfer (automatic)
1492-QGCLU,0,0.00014379018673786067,596043.5,3,53,85.7,1,0,0.6128571428571429,Month-to-month,Electronic check
6845-RGTYS,1,0.9997628302629658,98.75,0,47,98.75,6,2,0.642,Month-to-month,Electronic check
7328-OWMOM,0,0.00014379018673786067,139795.5,2,31,20.1,1,0,0.5389999999999999,One year,Credit card (automatic)
4418-LZMSV,0,0.0001247263119041883,495512.39999999997,3,13,61.8,2,0,0.7933333333333333,Month-to-month,Bank transfer (automatic)
5155-AZQPB,0,0.00018170670502769455,274599.7,3,28,49.9,3,1,0.6422222222222222,Month-to-month,Mailed check
8861-HGGKB,1,0.9997995039522727,86.45,0,10,86.45,3,2,0.5916666666666667,Month-to-month,Electronic check
1087-GRUYI,0,0.00014379018673786067,141882.0,0,38,20.4,2,1,0.625,Two year,Bank transfer (automatic)
7065-YUNRY,1,0.9998050799418797,45.3,0,1,45.3,4,1,0.59,Month-to-month,Mailed check
7694-VLBWQ,1,0.9997842903719671,104.1,2,67,104.1,7,4,0.6340000000000001,One year,Electronic check
2546-KZAAT,0,0.0001247263119041883,604557.2000000001,2,52,75.4,2,0,0.7150000000000001,One year,Mailed check
0181-RITDD,0,0.00014379018673786067,752183.25,1,62,108.15,1,0,0.5525,Two year,Mailed check
5989-PGKJB,0,0.000195159391055805,441945.0,2,16,86.25,1,0,0.5890000000000001,Month-to-month,Electronic check
4795-KTRTH,1,0.9993873451784517,81.0,0,5,81.0,5,3,0.7833333333333333,Month-to-month,Electronic check
8272-ONJLV,0,0.00018170670502769455,526637.1,3,12,95.7,4,1,0.5555555555555556,One year,Electronic check
1488-PBLJN,0,0.00018170670502769455,643025.5499999999,3,72,116.85,3,0,0.5744444444444444,Two year,Bank transfer (automatic)
0308-GIQJT,0,0.00018170670502769455,581942.25,3,71,105.75,4,1,0.6575,One year,Bank transfer (automatic)
3778-FOAQW,0,0.00014379018673786067,140143.25,0,24,20.15,1,0,0.6983333333333333,One year,Mailed check
4452-ROHMO,0,0.00014379018673786067,136318.0,0,15,19.6,1,1,0.425,Two year,Mailed check
6481-OGDOO,1,0.9996846905260334,90.6,2,67,90.6,6,5,0.6533333333333334,One year,Credit card (automatic)
3090-LETTY,0,0.00015023673481895676,405683.2,2,2,60.95,3,2,0.99,Month-to-month,Bank transfer (automatic)
5349-AZPEW,0,0.00014379018673786067,174222.75,0,5,25.05,1,0,0.5933333333333333,Month-to-month,Mailed check
3753-TSEMP,1,0.9997842903719671,88.15,0,15,88.15,4,1,0.475,Month-to-month,Electronic check
8305-VHZBZ,1,0.9996028084677624,20.2,0,1,20.2,3,1,0.48,Month-to-month,Mailed check
9720-JJJOR,0,0.00014379018673786067,419386.5,0,41,60.3,2,0,0.33,One year,Bank transfer (automatic)
8100-HZZLJ,0,0.00014379018673786067,444772.25,2,43,63.95,1,0,0.4674999999999999,Month-to-month,Electronic check
8775-ERLNB,0,0.0018795977637722856,39527.6,2,1,74.3,0,0,0.31,Month-to-month,Electronic check
8309-IEYJD,0,0.0005268473989708476,133998.8,3,1,70.6,0,0,0.62,Month-to-month,Mailed check
9172-JITSM,1,0.9997132190168585,90.8,2,26,90.8,7,1,0.528,Month-to-month,Electronic check
6298-QDFNH,1,0.9997995039522727,79.35,0,22,79.35,8,3,0.5554545454545454,Month-to-month,Electronic check
7398-HPYZQ,0,0.00014379018673786067,629775.25,1,71,90.55,2,0,0.6759999999999999,Two year,Bank transfer (automatic)
3546-GHEAE,0,0.00014379018673786067,135274.75,0,7,19.45,2,1,0.6442857142857144,Two year,Mailed check
7361-YPXFS,0,0.00022685966992171672,284095.60000000003,0,28,64.45,3,0,0.608,Month-to-month,Bank transfer (automatic)
6557-BZXLQ,0,0.00014379018673786067,484415.75000000006,2,16,69.65,2,1,0.6555555555555554,Month-to-month,Electronic check
2550-QHZGP,0,0.00014379018673786067,135622.5,0,7,19.5,1,0,0.4471428571428572,One year,Mailed check
7519-JTWQH,0,0.00014379018673786067,768527.5,1,69,110.5,1,0,0.6266666666666666,Two year,Bank transfer (automatic)
2538-OIMXF,0,0.0002472269095536392,99911.5,2,1,24.7,0,0,0.37,Month-to-month,Mailed check
8543-MSDMF,0,0.00018170670502769455,425932.2,3,3,77.4,4,0,0.66,Month-to-month,Electronic check
9961-JBNMK,1,0.9987811529917908,96.8,2,21,96.8,1,1,0.6463636363636364,Month-to-month,Bank transfer (automatic)
1170-SASML,0,0.00014379018673786067,593957.0,3,69,85.4,2,0,0.4518181818181819,Month-to-month,Bank transfer (automatic)
4872-JCVCA,0,0.00014379018673786067,331058.0,3,71,47.6,1,0,0.7,Two year,Bank transfer (automatic)
5346-BZCHP,0,0.00014379018673786067,134927.0,0,69,19.4,1,0,0.6918181818181818,Two year,Mailed check
2038-LLMLM,0,0.00014379018673786067,722276.75,1,48,103.85,1,0,0.4927272727272727,Month-to-month,Electronic check
6173-ITPWD,1,0.9994368147063997,83.35,0,47,83.35,6,5,0.492,Month-to-month,Bank transfer (automatic)
9734-UYXQI,1,0.9998029094904398,49.4,0,2,49.4,3,1,0.74,Month-to-month,Electronic check
1216-BGTSP,0,0.00014379018673786067,754269.75,1,45,108.45,2,0,0.5625,Month-to-month,Credit card (automatic)
4138-NAXED,0,0.00014379018673786067,563355.0,3,51,81.0,1,0,0.65,Month-to-month,Bank transfer (automatic)
2189-UXTKY,1,0.9997628302629658,79.2,0,22,79.2,6,1,0.7675000000000001,Month-to-month,Electronic check
0744-BIKKF,0,0.00014379018673786067,602650.75,2,72,86.65,1,0,0.6633333333333333,Two year,Bank transfer (automatic)
7483-IQWIB,0,0.000195159391055805,476275.8,0,37,92.95,1,1,0.552,Month-to-month,Electronic check
5248-KWLAR,0,0.00014379018673786067,628384.25,2,71,90.35,1,0,0.595,Two year,Electronic check
4958-GZWIY,1,0.99937868687417,48.7,2,7,48.7,7,4,0.7233333333333333,Month-to-month,Electronic check
7996-MHXLW,0,0.00018170670502769455,138400.44999999998,0,66,25.15,3,0,0.6,Two year,Credit card (automatic)
7833-PKIHD,0,0.00014379018673786067,531362.0,1,51,76.4,1,0,0.6277777777777778,One year,Bank transfer (automatic)
7061-OVMIM,0,0.0003066145612848911,63752.55,0,30,19.55,1,0,0.5609999999999999,One year,Bank transfer (automatic)
5153-RTHKF,0,0.00014379018673786067,593609.25,1,34,85.35,1,1,0.6900000000000001,Month-to-month,Electronic check
1852-QSWCD,0,0.00014379018673786067,172484.0,0,64,24.8,2,0,0.6633333333333334,Two year,Mailed check
4832-VRBMR,0,0.00014379018673786067,717408.25,3,65,103.15,2,0,0.7118181818181818,One year,Bank transfer (automatic)
9079-LWTFD,0,0.00018170670502769455,554427.25,3,47,100.75,3,1,0.5499999999999999,Month-to-month,Mailed check
6356-ELRKD,1,0.9955502886368348,95.6,2,1,95.6,1,1,0.3,Month-to-month,Electronic check
8624-GIOUT,1,0.9996846905260334,59.75,2,49,59.75,6,0,0.8266666666666667,Month-to-month,Credit card (automatic)
3392-EHMNK,0,0.00022685966992171672,414792.8,2,67,94.1,3,0,0.62375,Two year,Credit card (automatic)
5986-WWXDV,0,0.00014379018673786067,134579.25,0,39,19.35,1,0,0.3225,One year,Bank transfer (automatic)
3061-BCKYI,0,0.00014379018673786067,138404.5,0,14,19.9,2,0,0.6558333333333334,Month-to-month,Mailed check
6179-GJPSO,1,0.9997842903719671,108.15,2,43,108.15,3,1,0.6233333333333334,Month-to-month,Credit card (automatic)
7901-TBKJX,0,0.00014379018673786067,702802.75,1,56,101.05,2,1,0.4171428571428571,Month-to-month,Electronic check
7228-PAQPD,0,0.000195159391055805,302828.4,0,14,59.1,1,0,0.5249999999999999,One year,Credit card (automatic)
3177-LASXD,1,0.9998469926724965,71.35,0,1,71.35,4,2,0.54,Month-to-month,Electronic check
7746-QYVCO,0,0.00014379018673786067,388436.75,3,16,55.85,1,0,0.598,One year,Mailed check
5804-HYIEZ,0,0.00014379018673786067,737577.75,3,70,106.05,1,0,0.4583333333333333,Month-to-month,Electronic check
9919-FZDED,0,0.00018170670502769455,462802.3,2,72,84.1,5,1,0.5925,Two year,Credit card (automatic)
5934-TSSAU,0,0.00014379018673786067,523711.5,2,23,75.3,1,0,0.501,Month-to-month,Credit card (automatic)
3486-KHMLI,0,0.00018170670502769455,135924.1,0,21,24.7,4,1,0.5311111111111111,Month-to-month,Mailed check
4897-QSUYC,1,0.9983716430118044,20.15,0,1,20.15,2,1,0.28,Month-to-month,Mailed check
1084-UQCHV,1,0.9920914075448147,69.75,2,1,69.75,2,0,0.22,Month-to-month,Bank transfer (automatic)
8290-YWKHZ,1,0.9996846905260334,93.2,2,32,93.2,4,2,0.7866666666666666,Month-to-month,Electronic check
2955-BJZHG,1,0.9989329512057057,80.85,2,17,80.85,2,1,0.5114285714285715,Month-to-month,Electronic check
3806-DXQOM,1,0.9997132190168585,33.65,0,4,33.65,6,0,0.43,Month-to-month,Electronic check
6784-XYJAE,0,0.00014379018673786067,388089.0,2,36,55.8,2,0,0.5042857142857143,One year,Electronic check
3933-DQPWX,0,0.00014379018673786067,276113.5,0,50,39.7,2,1,0.61,Two year,Credit card (automatic)
6661-EIPZC,0,0.00014379018673786067,205172.5,0,48,29.5,2,1,0.5725,Month-to-month,Credit card (automatic)
8957-THMOA,0,0.00018170670502769455,110885.45,0,50,20.15,4,1,0.62,Two year,Credit card (automatic)
2251-PYLPB,0,0.00018170670502769455,437763.64999999997,3,72,79.55,4,2,0.558,Two year,Credit card (automatic)
5555-RNPGT,0,0.00011888623629273581,208592.80000000002,0,10,24.8,2,0,0.9375,Month-to-month,Credit card (automatic)
1057-FOGLZ,0,0.00014379018673786067,136665.75,0,18,19.65,1,0,0.6266666666666666,Month-to-month,Mailed check
9300-RENDD,1,0.9994725101629952,79.95,2,1,79.95,6,4,0.97,Month-to-month,Electronic check
0761-AETCS,1,0.9997328273208077,19.3,0,1,19.3,6,2,0.68,Month-to-month,Electronic check
8087-LGYHQ,0,0.00018170670502769455,517557.14999999997,1,9,94.05,3,1,0.50625,Month-to-month,Electronic check
4137-BTIKL,0,0.00014379018673786067,631166.25,3,2,90.75,1,0,0.54,Month-to-month,Mailed check
2190-BCXEC,0,0.00014379018673786067,548401.75,2,40,78.85,1,0,0.4825,Month-to-month,Credit card (automatic)
6227-FBDXH,0,0.00018170670502769455,547548.5,1,69,99.5,3,2,0.5049999999999999,One year,Bank transfer (automatic)
2153-MREFK,1,0.9997842903719671,99.2,2,37,99.2,6,3,0.5166666666666666,One year,Electronic check
2911-WDXMV,0,0.0001247263119041883,645849.9,2,18,80.55,1,0,0.71,Month-to-month,Credit card (automatic)
7206-PQBBZ,0,0.00018170670502769455,386310.60000000003,1,11,70.2,3,1,0.6363636363636364,Month-to-month,Electronic check
3106-ULWFW,1,0.9997842903719671,85.2,2,8,85.2,4,3,0.5449999999999999,Month-to-month,Credit card (automatic)
0925-VYDLG,1,0.9997628302629658,75.25,2,3,75.25,4,0,0.8966666666666666,Month-to-month,Electronic check
4547-FZJWE,0,0.00014379018673786067,413474.75,2,55,59.45,2,1,0.5045454545454546,One year,Credit card (automatic)
7422-WNBTY,0,0.00014379018673786067,649249.25,3,33,93.35,1,0,0.519,Month-to-month,Electronic check
0842-IWYCP,0,0.00014379018673786067,312627.25,2,46,44.95,1,0,0.58,Month-to-month,Bank transfer (automatic)
3521-HTQTV,0,0.00014379018673786067,181525.5,0,34,26.1,1,0,0.5483333333333333,Two year,Bank transfer (automatic)
3744-ZBHON,0,0.0002737700231215113,73790.59999999999,0,3,20.2,3,1,0.53,Month-to-month,Electronic check
3373-DIUUN,0,0.0012343851470525255,17212.5,0,30,21.25,3,0,0.5666666666666667,Two year,Mailed check
8383-SGHJU,0,0.00014379018673786067,413127.0,3,33,59.4,2,0,0.5971428571428571,One year,Electronic check
7607-QKKTJ,0,0.000195159391055805,486780.0,2,45,95.0,1,0,0.53,One year,Credit card (automatic)
7707-PYBBH,0,0.00014379018673786067,430514.5,2,40,61.9,2,0,0.7620000000000001,Month-to-month,Mailed check
8984-HPEMB,0,0.00018170670502769455,652930.9500000001,3,71,118.65,4,0,0.5279999999999999,Two year,Electronic check
4349-GFQHK,1,0.9996643194810438,54.35,0,1,54.35,3,2,0.47,Month-to-month,Electronic check
4139-DETXS,0,0.00014379018673786067,448249.75,3,72,64.45,1,0,0.6311111111111111,Two year,Bank transfer (automatic)
9779-DPNEJ,0,0.00018170670502769455,441065.45,2,22,80.15,3,2,0.6609090909090909,Month-to-month,Electronic check
9805-FILKB,0,0.00014379018673786067,140491.0,0,46,20.2,2,0,0.618,One year,Bank transfer (automatic)
5793-YOLJN,0,0.00014379018673786067,146055.0,0,55,21.0,2,0,0.8266666666666667,Two year,Mailed check
0673-IGUQO,0,0.0002472269095536392,82720.25,0,1,20.45,0,0,0.29,Month-to-month,Mailed check
4123-FCVCB,0,0.00014379018673786067,527536.75,3,12,75.85,1,0,0.6666666666666666,One year,Mailed check
8819-IMISP,0,0.00014379018673786067,559529.75,3,31,80.45,2,1,0.6055555555555556,Month-to-month,Electronic check
7802-EFKNY,1,0.9997842903719671,24.95,0,5,24.95,6,3,0.3966666666666666,Month-to-month,Electronic check
8311-UEUAB,0,0.00014379018673786067,525102.5,1,67,75.5,1,0,0.51,Two year,Electronic check
5858-EAFCZ,0,0.00026146937582057097,170021.25,3,1,44.45,2,0,0.56,Month-to-month,Mailed check
8035-BUYVG,1,0.9994368147063997,42.35,0,40,42.35,3,2,0.5820000000000001,One year,Electronic check
1163-ONYEY,0,0.00020190377044094636,369246.14999999997,3,41,74.55,5,1,0.6,Month-to-month,Credit card (automatic)
9787-XVQIU,1,0.9965623678350722,75.3,0,1,75.3,1,0,0.98,Month-to-month,Electronic check
8945-MUQUF,1,0.9989329512057057,94.8,2,51,94.8,2,2,0.6124999999999999,One year,Electronic check
5656-MJEFC,0,0.000195159391055805,246720.6,0,42,48.15,1,0,0.58,Two year,Credit card (automatic)
6082-OQFBA,0,0.00014379018673786067,136665.75,0,23,19.65,2,1,0.5025,One year,Mailed check
8051-HJRLT,1,0.9975260766920206,70.55,2,1,70.55,1,0,0.29,Month-to-month,Electronic check
8974-OVACP,0,0.006955240979916672,2901.6,0,1,20.15,2,0,0.61,Month-to-month,Mailed check
4010-YLMVT,0,0.00014379018673786067,741403.0,1,56,106.6,2,0,0.6380000000000001,Month-to-month,Credit card (automatic)
1379-FRVEB,0,0.000195159391055805,466284.0,0,15,91.0,1,0,0.7775000000000001,Month-to-month,Electronic check
8612-GXIDD,0,0.00014379018673786067,176657.0,0,12,25.4,2,1,0.7020000000000001,Two year,Bank transfer (automatic)
6288-CHQJB,0,0.00014379018673786067,486502.25,3,54,69.95,1,0,0.616,Two year,Bank transfer (automatic)
8160-HOWOX,0,0.00018170670502769455,367875.55,1,7,66.85,3,0,0.5933333333333334,Month-to-month,Electronic check
3023-GFLBR,1,0.9981860117925405,86.15,0,33,86.15,2,1,0.6799999999999999,Month-to-month,Credit card (automatic)
6648-INWPS,0,0.00018170670502769455,110885.45,2,16,20.15,3,0,0.6,Month-to-month,Electronic check
4223-BKEOR,0,0.00014379018673786067,451031.74999999994,2,21,64.85,2,0,0.6649999999999999,One year,Mailed check
4079-VTGLK,0,0.00014379018673786067,520581.74999999994,2,30,74.85,2,1,0.5572727272727271,Two year,Electronic check
1763-WQFUK,0,0.0013600374574334918,37117.5,2,3,50.5,2,0,0.7733333333333333,Month-to-month,Mailed check
1391-UBDAR,0,0.00022685966992171672,321343.2,0,11,72.9,3,2,0.5771428571428572,Month-to-month,Electronic check
8894-JVDCV,0,0.00014379018673786067,800172.75,3,62,115.05,1,0,0.6125,One year,Credit card (automatic)
2023-VQFDL,0,0.00014379018673786067,132145.0,0,18,19.0,1,0,0.6514285714285715,Month-to-month,Electronic check
1345-GKDZZ,0,0.00014379018673786067,135970.25,0,6,19.55,1,0,0.5633333333333334,Month-to-month,Mailed check
2014-MKGMH,0,0.00014379018673786067,703150.5,3,46,101.1,2,0,0.4630000000000001,One year,Electronic check
5628-FCGYG,0,0.00014379018673786067,584915.5,1,21,84.1,2,0,0.6516666666666666,Month-to-month,Electronic check
2560-WBWXF,0,0.000195159391055805,123744.59999999999,0,68,24.15,2,1,0.5208333333333334,Two year,Bank transfer (automatic)
0248-IPDFW,0,0.00043633236498228614,114829.2,3,1,50.1,0,0,0.42,Month-to-month,Electronic check
7978-DKUQH,0,0.00014379018673786067,518842.99999999994,2,25,74.6,2,1,0.57,Month-to-month,Electronic check
4335-UPJSI,0,0.00014379018673786067,137361.25,0,24,19.75,1,0,0.6575,Two year,Mailed check
0524-IAVZO,1,0.9922895545332022,85.0,3,30,85.0,1,0,0.6222222222222222,Month-to-month,Electronic check
2737-YNGYW,1,0.9983525572220311,80.55,0,2,80.55,2,1,0.28,Month-to-month,Electronic check
1784-EZDKJ,0,0.00014379018673786067,742794.0,1,51,106.8,2,0,0.636,One year,Bank transfer (automatic)
9297-FVVDH,0,0.00018170670502769455,465003.5,2,57,84.5,3,2,0.7066666666666667,Two year,Electronic check
8007-YYPWD,0,0.00014379018673786067,174222.75,0,15,25.05,1,0,0.6558333333333333,Two year,Bank transfer (automatic)
7101-HRBLJ,0,0.00018170670502769455,460601.10000000003,2,72,83.7,3,0,0.51,Two year,Bank transfer (automatic)
5159-YFPKQ,1,0.9998024558878119,75.8,0,2,75.8,3,0,0.39,Month-to-month,Electronic check
6635-CPNUN,0,0.00018170670502769455,531589.7999999999,1,28,96.6,3,0,0.6025,Month-to-month,Credit card (automatic)
4021-RQSNY,1,0.9996846905260334,98.5,2,29,98.5,6,2,0.6866666666666666,Month-to-month,Electronic check
5453-YBTWV,0,0.00018170670502769455,556353.2999999999,3,70,101.1,3,1,0.628,Two year,Credit card (automatic)
5039-LZRQT,0,0.0003066145612848911,65872.2,0,13,20.2,2,0,0.6866666666666666,One year,Mailed check
2931-VUVJN,0,0.00018170670502769455,517557.14999999997,3,59,94.05,3,0,0.654,One year,Electronic check
9061-TIHDA,1,0.9989329512057057,95.25,3,13,95.25,2,1,0.516,Month-to-month,Electronic check
8699-ASUFO,1,0.9997842903719671,74.4,0,7,74.4,4,2,0.525,Month-to-month,Mailed check
6418-PIQSP,0,0.0003066145612848911,264141.0,0,62,81.0,1,0,0.5314285714285714,Two year,Mailed check
8220-OCUFY,0,0.000195159391055805,308721.0,0,21,60.25,2,0,0.484,One year,Electronic check
3995-WFCSM,0,0.0011898976028433907,51114.0,2,2,60.85,2,0,0.8,Month-to-month,Electronic check
1895-QTKDO,0,0.0006729263242953537,65309.700000000004,3,1,43.95,0,0,0.79,Month-to-month,Credit card (automatic)
2038-OEQZH,0,0.00014379018673786067,598477.75,3,4,86.05,2,0,0.78,Month-to-month,Electronic check
1178-PZGAB,0,0.00018170670502769455,111435.75,0,19,20.25,3,1,0.5255555555555556,One year,Credit card (automatic)
7927-AUXBZ,1,0.9997995039522727,85.15,0,30,85.15,4,2,0.5891666666666667,Month-to-month,Electronic check
2626-VEEWG,0,0.00014379018673786067,134927.0,0,67,19.4,2,0,0.5581818181818181,Two year,Credit card (automatic)
2878-RMWXY,0,0.00014379018673786067,713930.75,1,72,102.65,1,0,0.509,Two year,Credit card (automatic)
1657-DYMBM,0,0.000195159391055805,101967.59999999999,0,53,19.9,2,0,0.719,Two year,Credit card (automatic)
7311-MQJCH,0,0.00018170670502769455,107583.65000000001,0,5,19.55,3,0,0.3966666666666667,One year,Electronic check
7375-WMVMT,0,0.00014379018673786067,664202.5,2,71,95.5,2,1,0.6188888888888889,Two year,Credit card (automatic)
1136-XGEQU,0,0.0001247263119041883,674714.7000000001,1,50,84.15,2,0,0.5944444444444444,One year,Credit card (automatic)
2530-FMFXO,0,0.00014379018673786067,717756.0,3,56,103.2,1,0,0.6172727272727273,Two year,Electronic check
6844-DZKRF,0,0.0006470664061157607,77559.0,2,2,50.2,0,0,0.73,Month-to-month,Credit card (automatic)
4695-WJZUE,1,0.9924494923703565,88.55,0,2,88.55,0,0,0.505,Month-to-month,Electronic check
7619-ODSGN,1,0.9997132190168585,54.75,2,24,54.75,9,3,0.5820000000000001,Month-to-month,Electronic check
5970-GHJAW,0,0.000195159391055805,102223.8,0,46,19.95,1,0,0.5359999999999999,Two year,Credit card (automatic)
8879-XUAHX,0,0.00014379018673786067,808518.75,2,71,116.25,2,1,0.394,Two year,Electronic check
3689-MOZGR,0,0.00014379018673786067,216996.0,2,29,31.2,2,0,0.5,Month-to-month,Electronic check
4195-PNGZS,0,0.000195159391055805,125281.8,0,69,24.45,2,0,0.63,Two year,Bank transfer (automatic)
5003-XZWWO,0,0.00014379018673786067,585611.0,2,71,84.2,2,0,0.567,Two year,Credit card (automatic)
3988-RQIXO,1,0.9992562017435179,91.3,0,1,91.3,1,1,0.55,Month-to-month,Electronic check
7622-FWGEW,0,0.00014379018673786067,595695.75,3,56,85.65,2,0,0.6644444444444445,Two year,Bank transfer (automatic)
6922-NCEDI,0,0.00014379018673786067,147446.0,0,56,21.2,1,0,0.60375,One year,Mailed check
2514-GINMM,1,0.9985446864836606,79.5,0,1,79.5,3,3,0.84,Month-to-month,Electronic check
9891-NQDBD,0,0.00018170670502769455,140601.65,0,28,25.55,3,1,0.581,One year,Mailed check
6131-IUNXN,0,0.00018170670502769455,111160.59999999999,0,19,20.2,3,0,0.4511111111111112,Month-to-month,Mailed check
8548-AWOFC,0,0.00014379018673786067,444076.75,1,66,63.85,2,0,0.71,Month-to-month,Electronic check
9798-DRYDS,0,0.00014379018673786067,430862.25,0,17,61.95,1,0,0.5985714285714285,One year,Mailed check
8532-UEFWH,0,0.00014379018673786067,179091.25,2,52,25.75,2,0,0.5820000000000001,Two year,Mailed check
6296-DDOOR,0,0.00018170670502769455,320274.60000000003,3,19,58.2,5,1,0.6266666666666667,One year,Electronic check
7951-VRDVK,0,0.00014379018673786067,597086.75,1,36,85.85,2,0,0.718,One year,Bank transfer (automatic)
5931-FLJJF,1,0.9994368147063997,70.1,0,7,70.1,6,4,0.59,Month-to-month,Mailed check
4815-YOSUK,0,0.00014379018673786067,729579.5,3,72,104.9,2,1,0.506,One year,Credit card (automatic)
2659-VXMWZ,1,0.9994368147063997,111.3,2,67,111.3,3,2,0.5655555555555556,One year,Electronic check
0380-NEAVX,0,0.00020697552072358876,482375.35,3,34,99.85,4,3,0.61,One year,Electronic check
3207-OYBWH,1,0.9997842903719671,95.25,0,57,95.25,3,1,0.5033333333333333,Month-to-month,Bank transfer (automatic)
4285-GYRQC,1,0.9997995039522727,86.25,0,7,86.25,5,1,0.6000000000000001,Month-to-month,Electronic check
7216-EWTRS,1,0.9998377441958632,100.8,0,1,100.8,6,2,0.29,Month-to-month,Electronic check
4365-MSDYN,0,0.0004994864082311191,39139.1,0,8,19.55,1,0,0.6066666666666667,Month-to-month,Bank transfer (automatic)
7036-TYDEC,0,0.00014379018673786067,723320.0,3,69,104.0,2,0,0.5524999999999999,Two year,Electronic check
5802-ADBRC,0,0.00018170670502769455,574513.2000000001,1,50,104.4,3,1,0.5299999999999999,One year,Mailed check
8076-FEZKJ,0,0.00014379018673786067,135622.5,0,10,19.5,1,0,0.51,One year,Mailed check
5197-YPYBZ,0,0.00014379018673786067,175613.75,0,12,25.25,2,1,0.5519999999999999,Two year,Credit card (automatic)
8337-MSSXB,1,0.9997132190168585,86.3,2,14,86.3,3,2,0.6,Month-to-month,Electronic check
